mal_id,title,title_japanese,url,image_url,type,status,score,scored_by,start_date,end_date,synopsis,rank,popularity,members,favorites,genres,studios,themes,demographics,source,rating,episodes,season,year,producers,explicit_genres,licensors,streaming
61026,Ansatsusha de Aru Ore no Status ga Yuusha yori mo Akiraka ni Tsuyoi no da ga,暗殺者である俺のステータスが勇者よりも明らかに強いのだが,https://myanimelist.net/anime/61026/Ansatsusha_de_Aru_Ore_no_Status_ga_Yuusha_yori_mo_Akiraka_ni_Tsuyoi_no_da_ga,https://cdn.myanimelist.net/images/anime/1276/151118.jpg,TV,Not yet aired,6.59,,2025-10-07 00:00:00+00:00,,"Oda Akira is the kind of guy who people forget is even there. His unassuming nature pays off, though, when his entire class is swept away to a fantasy world, and he slips easily into his new role as a silent assassin. Between his suspiciously high starting stats and too many details that don't fit, Akira is sure something is wrong. But digging into royal secrets is a dangerous game, and when Akira uncovers an evil scheme, he also makes a powerful enemy—the very king who brought him to this world! With the help of the elven spirit medium Amelia, can he find the power to set things right, and get his revenge?

(Source: Seven Seas Entertainment)",,4460,30310,108,"['Action', 'Adventure', 'Fantasy']",['Sunrise'],['Isekai'],[],Light novel,,,Fall,2025.0,"['TMS Entertainment', 'Kanon Sound']",[],[],[]
16518,Arata Kangatari,アラタカンガタリ～革神語～,https://myanimelist.net/anime/16518/Arata_Kangatari,https://cdn.myanimelist.net/images/anime/9/47011.jpg,TV,Finished Airing,6.42,33968.0,2013-04-09 00:00:00+00:00,2013-07-02T00:00:00+00:00,"As a young boy from a noble family in Amawakuni, Arata has always expected to make life his own—until word of the princess growing weak reaches his city. Unbeknown to him, his grandmother had claimed him to be female at birth, and now, with no other girls to succeed the princess from the matriarchal Hime clan, he is next in line for the throne! Disguised as a woman awaiting a replacement to be found, Arata witnesses an assassination attempt on the princess by none other than her own guard, the 12 Shinsho. The crime is pinned on his head, forcing Arata to escape to the Kando forest, where it is said that no one comes out the same.

Meanwhile, in modern-day Japan, Arata Hinohara longs for escape from the cruelty of his classmates. Hearing his name called from an alley, he wanders from his path and unwittingly switches universes with Arata from Amawakuni. With his own power as a newly awakened ""Sho""—a warrior able to wield Hayagami, weapons with the power of the gods—and the help of his companions he meets along his journey, Hinohara sets out to restore order to this new world.

[Written by MAL Rewrite]",7769.0,2748,75464,60,"['Adventure', 'Fantasy']",['Satelight'],['Isekai'],['Shounen'],Manga,PG-13 - Teens 13 or older,12.0,Spring,2013.0,"['TV Tokyo', 'Sotsu', 'Lantis', 'JM Animation']",[],[],['Crunchyroll']
36882,Arifureta Shokugyou de Sekai Saikyou,ありふれた職業で世界最強,https://myanimelist.net/anime/36882/Arifureta_Shokugyou_de_Sekai_Saikyou,https://cdn.myanimelist.net/images/anime/1776/97682.jpg,TV,Finished Airing,6.72,445745.0,2019-07-08 00:00:00+00:00,2019-10-07T00:00:00+00:00,"The ordinary life of 17-year-old otaku Hajime Nagumo is disrupted when he and his classmates are summoned to a fantasy world and tasked with saving mankind. While his classmates are gifted with impressive abilities useful in combat, Hajime is belittled for only gaining an inferior transmutation skill that lacks any real offensive power. 

During an expedition in the Great Orcus Labyrinth, Hajime is betrayed by one of his classmates, plummeting him to the bottom of an abyss. Though he survives the fall, Hajime is faced with menacing monsters and misfortunes that send him spiraling into a grim nightmare. Desperate to live and return home one day, he resolves to fight for his survival—only to meet an imprisoned vampire he names Yue, who is also seeking to escape the labyrinth. Taking an interest in him, Yue and a few others along the way accompany Hajime on his journey to find a way back home, while steadily transforming from commonplace to the world's strongest. 

[Written by MAL Rewrite]",5926.0,275,789347,6849,"['Action', 'Adventure', 'Fantasy']","['asread.', 'White Fox']","['Harem', 'Isekai']",[],Light novel,PG-13 - Teens 13 or older,13.0,Summer,2019.0,"['AT-X', 'Sony Music Communications', 'Bushiroad', 'Toranoana', 'Hakuhodo DY Music & Pictures', 'Overlap', 'FuRyu', 'Bandai Namco Arts']",[],['Funimation'],"['Crunchyroll', 'Animekey']"
40507,Arifureta Shokugyou de Sekai Saikyou 2nd Season,ありふれた職業で世界最強 2nd Season,https://myanimelist.net/anime/40507/Arifureta_Shokugyou_de_Sekai_Saikyou_2nd_Season,https://cdn.myanimelist.net/images/anime/1877/119668.jpg,TV,Finished Airing,7.14,192484.0,2022-01-13 00:00:00+00:00,2022-03-31T00:00:00+00:00,"After rescuing his former classmates from the perils of a labyrinth—a mythical place that grants a divine magic to whosoever triumphs over its trials—Nagumo Hajime emerges victorious, while the new heroes of the fantasy world Tortus must face their first major failure. Together with his traveling companions and the new team member Kaori Shirasaki, Nagumo resumes his journey to conquer all labyrinths and eventually return to his original world.

Meanwhile, the heroes from Earth try learning from their mistakes and prepare for the demon army's invasion. As the final confrontation looms closer, new and old enemies start setting their evil plans in motion. Once more, Nagumo must prove that he can prevail against the most formidable opponents, all while protecting the ones he holds closest to his heart.

[Written by MAL Rewrite]",3791.0,569,444187,4306,"['Action', 'Adventure', 'Fantasy']","['asread.', 'studio MOTHER']","['Harem', 'Isekai']",[],Light novel,PG-13 - Teens 13 or older,12.0,Winter,2022.0,['AT-X'],[],['Crunchyroll'],"['Crunchyroll', 'AIS Play', 'Animekey', 'Aniplus Asia', 'Aniplus TV', 'Bahamut Anime Crazy', 'Bilibili', 'Hulu', 'Laftel', 'Selecta Visión', 'iQIYI']"
40239,Arifureta Shokugyou de Sekai Saikyou Recap,ありふれた職業で世界最強 総集編 オルクス大迷宮,https://myanimelist.net/anime/40239/Arifureta_Shokugyou_de_Sekai_Saikyou_Recap,https://cdn.myanimelist.net/images/anime/1056/102575.jpg,TV Special,Finished Airing,6.19,19268.0,2019-08-12 00:00:00+00:00,,Recap of the first five episodes of Arifureta Shokugyou de Sekai Saikyou.,9092.0,3899,40315,64,"['Action', 'Adventure', 'Fantasy']","['asread.', 'White Fox']","['Harem', 'Isekai']",[],Light novel,PG-13 - Teens 13 or older,1.0,Summer,,[],[],[],[]
52995,Arifureta Shokugyou de Sekai Saikyou Season 3,ありふれた職業で世界最強 season 3,https://myanimelist.net/anime/52995/Arifureta_Shokugyou_de_Sekai_Saikyou_Season_3,https://cdn.myanimelist.net/images/anime/1553/145597.jpg,TV,Finished Airing,7.02,59132.0,2024-10-14 00:00:00+00:00,2025-02-17T00:00:00+00:00,"En route to conquer a Great Labyrinth with his allies and former classmates, Hajime Nagumo is sidetracked by a tragedy that befalls his party member Shea Haulia. After encountering a group of rabbitmen caught in an ambush, Nagumo learns that members of Shea's Haulia Tribe have been abducted by soldiers of the Hoelscher Empire. To alleviate the anxiety of Shea, whose father may be in mortal danger, Nagumo decides to head toward the empire and rescue the missing Haulias.

After arriving at his destination, Hajime is caught up in political turmoil between the empire and the Heiligh Kingdom. As princess Liliana S. B. Heiligh tries to formalize an alliance with the empire to protect her weakened kingdom against demon attacks, the Haulia Tribe plans to assassinate Emperor Gahard D. Hoelscher to free all rabbitmen from the empire's threat. Determined to protect his allies at any cost, Hajime will need to ignore all political considerations and unleash his unstoppable power on anyone who may stand in his way.

[Written by MAL Rewrite]",4406.0,1432,185330,1075,"['Action', 'Adventure', 'Fantasy']",['asread.'],"['Harem', 'Isekai']",[],Light novel,R - 17+ (violence & profanity),16.0,Fall,2024.0,"['Lantis', 'AT-X', 'Magic Capsule', 'Bushiroad', 'Toranoana', 'Hakuhodo DY Music & Pictures', 'Overlap', 'FuRyu', 'Sony Music Solutions', 'Bandai Namco Music Live']",[],[],"['Crunchyroll', 'Anime Generation', 'Aniplus Asia', 'Aniplus TV', 'Aniverse', 'Bahamut Anime Crazy', 'Laftel']"
40083,Arifureta Shokugyou de Sekai Saikyou Specials,ありふれた職業で世界最強,https://myanimelist.net/anime/40083/Arifureta_Shokugyou_de_Sekai_Saikyou_Specials,https://cdn.myanimelist.net/images/anime/1634/102577.jpg,Special,Finished Airing,6.74,37921.0,2019-12-25 00:00:00+00:00,2020-02-26T00:00:00+00:00,Unaired episodes included with the Blu-ray releases of Arifureta Shokugyou de Sekai Saikyou.,5816.0,2663,79588,110,"['Action', 'Adventure', 'Fantasy']","['asread.', 'White Fox']","['Harem', 'Isekai']",[],Light novel,PG-13 - Teens 13 or older,2.0,Winter,,[],[],[],[]
50916,Arifureta Shokugyou de Sekai Saikyou: Arifureta Yorimichi de Sekai Saikyou,ありふれた職業で世界最強 ありふれた寄り道で世界最強,https://myanimelist.net/anime/50916/Arifureta_Shokugyou_de_Sekai_Saikyou__Arifureta_Yorimichi_de_Sekai_Saikyou,https://cdn.myanimelist.net/images/anime/1981/120698.jpg,Special,Finished Airing,6.94,24421.0,2022-03-23 00:00:00+00:00,,Unaired episode included in the first Blu-ray volume.,4749.0,3295,54363,105,"['Action', 'Adventure', 'Fantasy']","['asread.', 'studio MOTHER']","['Harem', 'Isekai']",[],Light novel,PG-13 - Teens 13 or older,1.0,Spring,,[],[],[],[]
51473,Arifureta Shokugyou de Sekai Saikyou: Maboroshi no Bouken to Kiseki no Kaigou,ありふれた職業で世界最強 「幻の冒険と奇跡の邂逅」,https://myanimelist.net/anime/51473/Arifureta_Shokugyou_de_Sekai_Saikyou__Maboroshi_no_Bouken_to_Kiseki_no_Kaigou,https://cdn.myanimelist.net/images/anime/1068/124244.jpg,OVA,Finished Airing,7.16,16795.0,2022-09-25 00:00:00+00:00,,"After the capture, Hajime was worried about the farewell to Myuu that would occur when the trip resumed.
Hajime and his friends were talking about ""The Seven Great Legends of Erisen"" as a memory before they left for the trip, but all of them were missed.
However, in the final seventh adventure, he encounters a mysterious giant creature and is blown into the world of a devastated city!
Hajime, who started to search for the stray Myuu, fulfills a miraculous encounter there. 

(Source: Official website)",3699.0,3806,42272,56,"['Action', 'Adventure', 'Fantasy']","['asread.', 'studio MOTHER']","['Harem', 'Isekai']",[],Light novel,PG-13 - Teens 13 or older,1.0,Fall,,['Overlap'],[],[],[]
46971,Arifureta Shokugyou de Sekai Saikyou: Prologue,ありふれた職業で世界最強 プロローグ,https://myanimelist.net/anime/46971/Arifureta_Shokugyou_de_Sekai_Saikyou__Prologue,https://cdn.myanimelist.net/images/anime/1285/111316.jpg,ONA,Finished Airing,6.69,12493.0,2020-03-19 00:00:00+00:00,,"Initially screened at the Arifureta Shokugyou de Sekai Saikyou -Live &amp; Act- event on January 19, 2020. It was later released via streaming platforms on March 19, 2020.

(Source: AniDB)",6107.0,4564,28655,28,['Fantasy'],"['asread.', 'White Fox']","['Isekai', 'School']",[],Light novel,PG-13 - Teens 13 or older,1.0,Spring,,[],[],[],[]
59561,Around 40 Otoko no Isekai Tsuuhan,アラフォー男の異世界通販,https://myanimelist.net/anime/59561/Around_40_Otoko_no_Isekai_Tsuuhan,https://cdn.myanimelist.net/images/anime/1887/146512.jpg,TV,Finished Airing,6.35,41296.0,2025-01-09 00:00:00+00:00,2025-04-03T00:00:00+00:00,"From nowhere, middle-aged illustrator Kenichi Hamada finds himself summoned to another world. Despite arriving in an unfamiliar land, he realizes he can still connect to an online shop named Shangri-La, which he frequented back in Japan, to order almost anything. Not long after, Kenichi comes across a town and, using Shangri-La, decides to become a merchant in the settlement.

By selling products from Earth, he is quickly able to make a living for himself while gaining acquaintances and the attention of local companies. However, the man just wants to live a quiet life without nuisances and leaves the town to build a cabin in a nearby forest. Though interrupted from time to time, there is nothing that can stop Kenichi from having his peaceful days.

[Written by MAL Rewrite]",8184.0,2541,85668,201,['Fantasy'],['East Fish Studio'],"['Harem', 'Isekai']",['Shounen'],Manga,PG-13 - Teens 13 or older,13.0,Winter,2025.0,"['AT-X', 'Docomo Anime Store', 'Kansai Telecasting', 'Jinnan Studio', 'Kadokawa', 'AniTone']",[],[],['Crunchyroll']
9736,Astarotte no Omocha!,アスタロッテのおもちゃ！,https://myanimelist.net/anime/9736/Astarotte_no_Omocha,https://cdn.myanimelist.net/images/anime/3/75562.jpg,TV,Finished Airing,6.46,71630.0,2011-04-11 00:00:00+00:00,2011-06-26T00:00:00+00:00,"Succubi, like the young princess Astarotte ""Lotte"" Ygvar, require the life seed from men to survive, replenish their magic, and continue the royal lineage of the magical realm. This means succubi are required to keep a harem of men close at hand. Ironically, Lotte despises men, which will put her life at risk once she matures. To convince her to fulfill her duties, one of her attendants, Judith Snorrevik, goes to the human realm to find a human male whom Lotte can tolerate.

Judith returns with 23-year-old Naoya Touhara, a single father who unfortunately leaves his daughter, Asuha, behind in the human realm. As the first member of Lotte's harem, Naoya quickly adapts to this new environment, serving the princess to make her happy, rather than viewing her with sexual intent. Unfortunately, when his daughter is allowed to arrive in the magical realm, Naoya's relationship quickly worsens with Lotte. Even so, he strives to patch up their relationship.

It soon becomes clear, however, that Naoya's presence in the magical realm is more than just mere coincidence. As he develops his bond with Lotte, fate begins to pull together the connections that tie him and everyone else within this enchanting world.

[Written by MAL Rewrite]",7485.0,1680,153027,250,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",['Diomedéa'],"['Harem', 'Isekai']",['Seinen'],Manga,PG-13 - Teens 13 or older,12.0,Spring,2011.0,"['Kadokawa Shoten', 'Pony Canyon', 'DAX Production', 'KlockWorx', 'ASCII Media Works']",[],[],[]
10582,Astarotte no Omocha! EX,アスタロッテのおもちゃ! EX,https://myanimelist.net/anime/10582/Astarotte_no_Omocha_EX,https://cdn.myanimelist.net/images/anime/11/30853.jpg,OVA,Finished Airing,6.53,19494.0,2011-09-07 00:00:00+00:00,,"The OVA Astaroette no Omocha is a three part short story series. In the first story, Lotte and Asuha find themselves searching for details about their school project. In the second bit, is the backstory to how Zelda came to be Lotte's bodyguard. The final of the three, is a flashback of how the queen met Naoya and how they conceived Asuha ten years prior to the events in the anime.

(Source: ANN)",7088.0,3916,39736,31,"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",['Diomedéa'],['Isekai'],['Seinen'],Manga,PG-13 - Teens 13 or older,1.0,Fall,,[],[],[],[]
57789,"Ateuma Chara no Kuse shite, Super Darling Ouji ni Chouai sareteimasu.",当て馬キャラのくせして、 スパダリ王子に寵愛されています。,https://myanimelist.net/anime/57789/Ateuma_Chara_no_Kuse_shite_Super_Darling_Ouji_ni_Chouai_sareteimasu,https://cdn.myanimelist.net/images/anime/1539/140838.jpg,ONA,Finished Airing,6.1,1566.0,2024-04-08 00:00:00+00:00,2024-06-10T00:00:00+00:00,"Side Character — Unimportant. Constantly getting in the way of the main characters' love story.

After finding himself reincarnated into the world of a novel, Loneal goes to great lengths to steer clear of Prince Alec, the hero, to avoid disrupting the main storyline between Alec and the heroine, Lily. However, to Loneal's great surprise, the prince becomes infatuated with...him?!

""A charming physique, such as yours, more than makes up for your lack of experience.""

Before he knows it, he finds himself melting into the prince's arms... Why is everything so different from the novel?!

(Source: Official site)",,8679,5909,24,"['Boys Love', 'Fantasy', 'Erotica']",['Studio Hokiboshi'],"['Isekai', 'Reincarnation']",[],Manga,Rx - Hentai,8.0,Spring,,"['Studio Mausu', 'Suiseisha']",[],[],[]
2786,Bakegyamon,妖逆門,https://myanimelist.net/anime/2786/Bakegyamon,https://cdn.myanimelist.net/images/anime/10/21146.jpg,TV,Finished Airing,6.62,1055.0,2006-04-03 00:00:00+00:00,2007-03-26T00:00:00+00:00,"Sanshirou's chances of having an adventure are slim to none in his tiny island hometown, until the day a mysterious stranger invites him to play a game... Without warning, Sanshirou is taken to a backwards universe to play BakéGyamon—a game pitting monsters against monsters. Along the way he meets other players who have a particular reason for being there—to obtain the wish that is granted to the winner. But how far can Sanshirou get when the monsters he's been paired with are a bunch of little mud balls?!

(Source: VIZ Media)",6560.0,9796,4208,16,"['Action', 'Adventure', 'Fantasy']",['Radix'],"['Isekai', 'Strategy Game']",['Shounen'],Manga,PG-13 - Teens 13 or older,51.0,Spring,2006.0,"['TV Tokyo', 'Dentsu']",[],[],[]
